   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
   197.000 MeV  2.4389E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   198.000 MeV  2.4282E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   199.000 MeV  2.4177E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   200.000 MeV  2.4072E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   201.000 MeV  2.3968E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   202.000 MeV  2.3865E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   203.000 MeV  2.3763E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   204.000 MeV  2.3662E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   205.000 MeV  2.3562E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   206.000 MeV  2.3463E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   207.000 MeV  2.3364E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   208.000 MeV  2.3267E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   209.000 MeV  2.3170E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   210.000 MeV  2.3075E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   211.000 MeV  2.2980E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   212.000 MeV  2.2886E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   213.000 MeV  2.2793E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   214.000 MeV  2.2700E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   215.000 MeV  2.2609E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   216.000 MeV  2.2518E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   217.000 MeV  2.2428E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   218.000 MeV  2.2339E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   219.000 MeV  2.2250E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   220.000 MeV  2.2162E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   221.000 MeV  2.2076E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   222.000 MeV  2.1989E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   223.000 MeV  2.1904E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   224.000 MeV  2.1819E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   225.000 MeV  2.1735E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   226.000 MeV  2.1651E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   227.000 MeV  2.1569E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   228.000 MeV  2.1487E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   229.000 MeV  2.1405E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   230.000 MeV  2.1325E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   231.000 MeV  2.1245E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   232.000 MeV  2.1165E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   233.000 MeV  2.1087E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   234.000 MeV  2.1009E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   235.000 MeV  2.0931E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   236.000 MeV  2.0854E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   237.000 MeV  2.0778E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   238.000 MeV  2.0703E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   239.000 MeV  2.0628E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   240.000 MeV  2.0553E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   241.000 MeV  2.0479E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   242.000 MeV  2.0406E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   243.000 MeV  2.0333E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   244.000 MeV  2.0261E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
