eid,x,y,z,q
5,-4.90825,2.7999,794.252,154.218
5,-7.36236,7.05056,794.661,303.765
5,-19.6329,22.704,792.75,305.253
5,-24.5412,22.704,789.598,2712.41
5,-26.9953,24.0532,791.169,740.549
5,230.687,-14.3382,787.911,66.2231
5,220.871,-14.3382,780.508,44.0571
5,220.871,-19.8703,778.435,71.2688
5,-39.2659,22.704,775.803,157.317
5,-17.1788,7.05056,775.368,163.862
5,-19.6329,5.70141,776.068,1004.67
5,-22.0871,15.5519,775.627,284.524
5,-22.0871,18.4534,775.784,1743.2
5,-66.2612,26.9547,775.275,98.7064
5,-19.6329,14.2027,775.243,627.445
5,-63.8071,31.2053,774.839,205.955
5,-66.2612,24.0532,775.811,1270.22
5,-19.6329,11.3012,774.507,196.488
5,215.962,-22.8395,770.024,101.36
5,211.054,-19.8703,768.669,125.847
5,-71.1694,32.5545,769.188,407.574
5,206.146,-22.8395,759.398,56.8999
5,-19.6329,19.8025,759.508,2860.11
5,-22.0871,24.0532,759.483,2425.64
5,-73.6235,36.8052,757.824,265.438
5,201.238,-19.8703,754.43,49.6016
5,-83.44,28.3038,757.2,197.71
5,-19.6329,22.704,757.071,2385.51
5,196.329,-22.8395,750.979,105.958
5,186.513,-28.3716,740.989,63.9087
5,186.513,-22.8395,739.813,62.1291
5,-31.9035,9.95207,737.329,71.2228
5,-78.5318,28.3038,736.846,236.705
5,-76.0777,35.456,735.409,859.741
5,-51.5365,18.4534,736.426,235.436
5,-9.81648,11.3012,734.911,637.043
5,-7.36236,7.05056,733.884,113.642
5,-56.4447,18.4534,733.525,99.8122
5,-2.45413,1.45075,733.952,177.185
5,-12.2706,15.5519,734.688,653.87
5,-53.9906,19.8025,734.468,223.56
5,-56.4447,32.5545,733.623,100.014
5,176.697,-28.3716,729.327,67.4052
5,-17.1788,24.0532,728.376,3142.5
5,-17.1788,18.4534,726.841,2228.84
5,-9.81648,22.704,723.749,240.093
5,-14.7247,22.704,722.162,2367.86
5,166.88,-28.3716,720.127,94.4276
5,-17.1788,26.9547,714.785,169.434
5,-14.7247,19.8025,720.049,2580.22
5,-66.2612,75.0611,713.143,226.603
5,-58.8988,73.7119,712.062,119.683
5,-61.3529,75.0611,711.365,86.0862
5,157.064,-28.3716,708.831,87.9031
5,-7.36236,24.0532,702.329,228.527
