eid,x,y,z,q
2,-34.3576,45.3065,165.093,1458.25
2,98.1647,70.8104,163.133,125.8
2,-46.6282,66.5598,163.128,1117.95
2,-24.5412,31.2053,163.226,1102.65
2,-76.0776,83.5624,163.263,507
2,93.2565,70.8104,161.233,751.6
2,-68.7153,87.813,161.53,576.1
2,-73.6235,87.813,161.489,100.65
2,90.8023,69.4613,161.153,164.15
2,95.7106,69.4613,159.484,845.7
2,-95.7106,86.4639,161.042,29.05
2,-49.0823,65.2106,157.649,243.55
2,-63.8071,79.3117,157.686,92.15
2,-71.1694,86.4639,155.935,85.95
2,-31.9035,43.9573,154.113,2958.15
2,-29.4494,36.8052,150.486,1734.95
2,-22.0871,26.9547,146.908,2041.3
2,-58.8988,73.7119,146.876,79.85
2,-71.1694,83.5624,146.808,614.45
2,90.8024,66.5598,142.999,199.4
2,95.7106,66.5598,137.801,796.3
2,-58.8988,70.8104,135.903,79.2
2,93.2565,65.2106,134.073,838.3
2,98.1647,65.2106,133.862,211.3
2,-29.4494,39.7067,133.983,1733.8
2,-66.2612,77.9626,134.211,1344.65
2,-39.2659,48.208,132.218,559.1
2,-26.9953,32.5545,132.436,621.25
