psa,x,y,z,pad,mult,rank
max,-63.8071,138.889,527.12,4040,1,0
max,-58.8988,141.858,471.92,4041,1,0
max,-53.9906,138.889,470.08,4042,1,0
max,-49.0824,141.858,470.08,4043,1,0
max,-44.1741,138.889,470.08,4044,1,0
max,-39.2659,141.858,402,4045,1,0
max,-34.3577,138.889,402,4046,1,0
max,-29.4494,141.858,402,4047,1,0
max,-24.5412,138.889,400.16,4048,1,0
max,53.9906,138.889,705.6,4064,1,0
max,206.146,141.858,709.28,4095,1,0
max,-117.798,147.39,414.88,4123,1,0
max,-112.889,150.359,413.04,4124,1,0
max,-107.981,147.39,411.2,4125,1,0
max,-103.073,150.359,409.36,4126,1,0
max,-98.1647,147.39,471.92,4127,1,0
max,-93.2565,150.359,409.36,4128,1,0
max,-88.3482,147.39,471.92,4129,1,0
max,-83.44,150.359,411.2,4130,1,0
max,-78.5318,147.39,473.76,4131,1,0
max,-73.6235,150.359,409.36,4132,1,0
max,-68.7153,147.39,471.92,4133,1,0
max,-63.8071,150.359,409.36,4134,1,0
max,-58.8988,147.39,471.92,4135,1,0
max,-53.9906,150.359,405.68,4136,1,0
max,-49.0824,147.39,405.68,4137,1,0
max,-44.1741,150.359,405.68,4138,1,0
max,-39.2659,147.39,402,4139,1,0
max,-103.073,155.891,409.36,4218,1,0
max,-93.2565,155.891,409.36,4220,1,0
max,-88.3482,158.861,411.2,4221,1,0
max,-83.44,155.891,411.2,4222,1,0
max,-78.5318,158.861,409.36,4223,1,0
max,-73.6235,155.891,409.36,4224,1,0
max,-63.8071,155.891,409.36,4226,1,0
max,-49.0824,158.861,1005.52,4229,1,0
max,-34.3576,167.362,725.84,4322,1,0
max,9.81647,164.393,718.48,4331,1,0
max,34.3576,167.362,690.88,4336,1,0
max,49.0823,164.393,727.68,4339,1,0
max,103.073,172.894,701.92,4437,1,0
max,-29.4494,181.395,760.8,4494,1,0
max,-152.155,189.897,707.44,4550,1,0
max,44.1741,189.897,773.68,4590,1,0
max,137.431,209.868,659.6,4762,1,0
max,-78.5318,215.4,988.96,4788,1,0
max,-24.5412,240.904,753.44,4981,1,0
max,58.8988,243.874,716.64,4998,1,0
max,-144.793,-1.45075,435.12,5152,1,0
max,-142.339,-2.7999,436.96,5153,1,0
max,-142.339,-5.70141,435.12,5154,1,0
max,-139.885,-1.45075,431.44,5155,1,0
max,-139.885,-7.05056,436.96,5156,1,0
max,-137.431,-5.70141,436.96,5157,1,0
max,-137.431,-2.7999,431.44,5158,1,0
max,-134.976,-7.05056,436.96,5159,1,0
max,-134.976,-1.45075,490.32,5160,1,0
max,-132.522,-5.70141,436.96,5162,1,0
max,-130.068,-1.45075,492.16,5163,1,0
max,-130.068,-7.05056,495.84,5164,1,0
max,-127.614,-5.70141,492.16,5165,1,0
max,-127.614,-2.7999,492.16,5166,1,0
max,-125.16,-7.05056,492.16,5167,1,0
max,-125.16,-1.45075,492.16,5168,1,0
max,-122.706,-2.7999,492.16,5169,1,0
max,-122.706,-5.70141,492.16,5170,1,0
max,-120.252,-1.45075,545.52,5171,1,0
max,-120.252,-7.05056,492.16,5172,1,0
max,-117.798,-5.70141,494,5173,1,0
max,-117.798,-2.7999,547.36,5174,1,0
max,-115.344,-7.05056,492.16,5175,1,0
max,-115.344,-1.45075,552.88,5176,1,0
max,-112.889,-2.7999,552.88,5177,1,0
max,-110.435,-1.45075,551.04,5179,1,0
max,-107.981,-5.70141,547.36,5181,1,0
max,-107.981,-2.7999,549.2,5182,1,0
max,-105.527,-7.05056,551.04,5183,1,0
max,-105.527,-1.45075,551.04,5184,1,0
max,-103.073,-2.7999,552.88,5185,1,0
max,-103.073,-5.70141,551.04,5186,1,0
max,-100.619,-1.45075,551.04,5187,1,0
max,-100.619,-7.05056,552.88,5188,1,0
max,-98.1647,-5.70141,551.04,5189,1,0
max,-98.1647,-2.7999,551.04,5190,1,0
max,-95.7106,-7.05056,552.88,5191,1,0
max,-93.2565,-2.7999,551.04,5193,1,0
max,-93.2565,-5.70141,552.88,5194,1,0
max,-90.8024,-7.05056,552.88,5196,1,0
max,-88.3482,-5.70141,552.88,5197,1,0
max,-88.3482,-2.7999,554.72,5198,1,0
max,-85.8941,-7.05056,552.88,5199,1,0
max,-83.44,-5.70141,554.72,5202,1,0
max,-80.9859,-7.05056,552.88,5204,1,0
max,-78.5318,-5.70141,554.72,5205,1,0
max,-76.0777,-7.05056,554.72,5207,1,0
max,-73.6235,-5.70141,554.72,5210,1,0
max,-71.1694,-7.05056,554.72,5212,1,0
max,-68.7153,-5.70141,556.56,5213,1,0
max,-68.7153,-2.7999,554.72,5214,1,0
max,-66.2612,-7.05056,554.72,5215,1,0
max,-63.8071,-2.7999,556.56,5217,1,0
max,-63.8071,-5.70141,556.56,5218,1,0
max,-61.353,-7.05056,556.56,5220,1,0
max,-58.8988,-5.70141,556.56,5221,1,0
max,-58.8988,-2.7999,556.56,5222,1,0
max,-56.4447,-7.05056,556.56,5223,1,0
max,-56.4447,-1.45075,556.56,5224,1,0
max,-53.9906,-2.7999,556.56,5225,1,0
max,-53.9906,-5.70141,556.56,5226,1,0
max,-51.5365,-1.45075,556.56,5227,1,0
max,-51.5365,-7.05056,556.56,5228,1,0
max,-49.0824,-5.70141,558.4,5229,1,0
max,-49.0824,-2.7999,558.4,5230,1,0
max,-46.6282,-7.05056,505.04,5231,1,0
max,-46.6282,-1.45075,558.4,5232,1,0
max,-44.1741,-5.70141,506.88,5234,1,0
max,-41.72,-1.45075,560.24,5235,1,0
max,-41.72,-7.05056,506.88,5236,1,0
max,-39.2659,-5.70141,506.88,5237,1,0
max,-39.2659,-2.7999,505.04,5238,1,0
max,-36.8118,-7.05056,506.88,5239,1,0
max,-36.8118,-1.45075,506.88,5240,1,0
max,-34.3577,-2.7999,506.88,5241,1,0
max,-34.3577,-5.70141,506.88,5242,1,0
max,-31.9035,-1.45075,506.88,5243,1,0
max,-29.4494,-5.70141,449.84,5245,1,0
max,-29.4494,-2.7999,508.72,5246,1,0
max,-26.9953,-7.05056,449.84,5247,1,0
max,-26.9953,-1.45075,506.88,5248,1,0
max,-24.5412,-2.7999,449.84,5249,1,0
max,-24.5412,-5.70141,449.84,5250,1,0
max,120.252,-7.05056,637.52,5367,1,0
max,196.329,-5.83687,578.64,5404,1,0
max,250.32,-2.86764,589.68,5415,1,0
max,-137.431,-11.3012,435.12,5454,1,0
max,-134.976,-9.95207,436.96,5456,1,0
max,-132.522,-14.2027,436.96,5458,1,0
max,-132.522,-11.3012,436.96,5459,1,0
max,-130.068,-15.5519,436.96,5460,1,0
max,-130.068,-9.95207,433.28,5461,1,0
max,-127.614,-11.3012,433.28,5462,1,0
max,-127.614,-14.2027,436.96,5463,1,0
max,-125.16,-9.95207,492.16,5464,1,0
max,-125.16,-15.5519,435.12,5465,1,0
max,-122.706,-14.2027,435.12,5466,1,0
max,-122.706,-11.3012,492.16,5467,1,0
max,-120.252,-15.5519,436.96,5468,1,0
max,-120.252,-9.95207,492.16,5469,1,0
max,-117.798,-11.3012,495.84,5470,1,0
max,-117.798,-14.2027,495.84,5471,1,0
max,-115.344,-9.95207,495.84,5472,1,0
max,-115.344,-15.5519,495.84,5473,1,0
max,-112.889,-14.2027,495.84,5474,1,0
max,-112.889,-11.3012,495.84,5475,1,0
max,-110.435,-15.5519,495.84,5476,1,0
max,-110.435,-9.95207,497.68,5477,1,0
max,-107.981,-11.3012,497.68,5478,1,0
max,-107.981,-14.2027,497.68,5479,1,0
max,-105.527,-15.5519,497.68,5481,1,0
max,-103.073,-14.2027,497.68,5482,1,0
max,-100.619,-15.5519,497.68,5484,1,0
max,-100.619,-9.95207,551.04,5485,1,0
max,-98.1647,-11.3012,552.88,5486,1,0
max,-98.1647,-14.2027,497.68,5487,1,0
max,-95.7106,-9.95207,552.88,5488,1,0
max,-95.7106,-15.5519,497.68,5489,1,0
max,-93.2565,-14.2027,497.68,5490,1,0
max,-93.2565,-11.3012,552.88,5491,1,0
max,-90.8024,-15.5519,497.68,5492,1,0
max,-90.8024,-9.95207,552.88,5493,1,0
max,-88.3482,-11.3012,554.72,5494,1,0
max,-88.3482,-14.2027,497.68,5495,1,0
max,-85.8941,-9.95207,552.88,5496,1,0
max,-85.8941,-15.5519,499.52,5497,1,0
max,-83.44,-11.3012,552.88,5499,1,0
max,-80.9859,-15.5519,499.52,5500,1,0
max,-80.9859,-9.95207,554.72,5501,1,0
max,-78.5318,-11.3012,552.88,5502,1,0
max,-76.0777,-9.95207,554.72,5504,1,0
max,-76.0777,-15.5519,499.52,5505,1,0
max,-73.6235,-11.3012,554.72,5507,1,0
max,-71.1694,-15.5519,501.36,5508,1,0
max,-71.1694,-9.95207,554.72,5509,1,0
max,-68.7153,-11.3012,554.72,5510,1,0
max,-68.7153,-14.2027,501.36,5511,1,0
max,-66.2612,-9.95207,554.72,5512,1,0
max,-66.2612,-15.5519,501.36,5513,1,0
max,-63.8071,-14.2027,501.36,5514,1,0
max,-63.8071,-11.3012,556.56,5515,1,0
max,-61.353,-15.5519,501.36,5516,1,0
max,-61.353,-9.95207,554.72,5517,1,0
max,-58.8988,-11.3012,501.36,5518,1,0
max,-58.8988,-14.2027,503.2,5519,1,0
max,-56.4447,-15.5519,501.36,5521,1,0
max,-53.9906,-14.2027,503.2,5522,1,0
max,-53.9906,-11.3012,503.2,5523,1,0
max,-51.5365,-15.5519,503.2,5524,1,0
max,-51.5365,-9.95207,503.2,5525,1,0
max,-49.0824,-11.3012,503.2,5526,1,0
max,-49.0824,-14.2027,503.2,5527,1,0
max,-46.6282,-9.95207,503.2,5528,1,0
max,-44.1741,-14.2027,501.36,5530,1,0
max,-44.1741,-11.3012,506.88,5531,1,0
max,-41.72,-15.5519,444.32,5532,1,0
max,-41.72,-9.95207,505.04,5533,1,0
max,-39.2659,-11.3012,505.04,5534,1,0
max,-39.2659,-14.2027,444.32,5535,1,0
max,-36.8118,-15.5519,444.32,5537,1,0
max,-34.3577,-14.2027,444.32,5538,1,0
max,-34.3577,-11.3012,448,5539,1,0
max,-31.9035,-15.5519,444.32,5540,1,0
max,-31.9035,-9.95207,444.32,5541,1,0
max,-29.4494,-11.3012,444.32,5542,1,0
max,-29.4494,-14.2027,444.32,5543,1,0
max,-26.9953,-9.95207,444.32,5544,1,0
max,-24.5412,-11.3012,446.16,5547,1,0
max,49.0824,-14.2027,523.44,5607,1,0
max,76.0776,-15.5519,499.52,5628,1,0
max,88.3483,-14.2027,565.76,5639,1,0
max,-125.16,-18.4534,435.12,5756,1,0
max,-122.706,-19.8025,436.96,5757,1,0
max,-120.252,-18.4534,436.96,5759,1,0
max,-117.798,-22.704,436.96,5761,1,0
max,-117.798,-19.8025,436.96,5762,1,0
max,-115.344,-24.0532,435.12,5763,1,0
max,-115.344,-18.4534,436.96,5764,1,0
max,-112.889,-19.8025,436.96,5765,1,0
max,-112.889,-22.704,438.8,5766,1,0
max,-110.435,-18.4534,438.8,5767,1,0
max,-110.435,-24.0532,438.8,5768,1,0
max,-107.981,-22.704,436.96,5769,1,0
max,-107.981,-19.8025,438.8,5770,1,0
max,-105.527,-24.0532,436.96,5771,1,0
max,-105.527,-18.4534,497.68,5772,1,0
max,-103.073,-19.8025,438.8,5773,1,0
max,-103.073,-22.704,438.8,5774,1,0
max,-100.619,-18.4534,497.68,5775,1,0
max,-100.619,-24.0532,438.8,5776,1,0
max,-98.1647,-22.704,438.8,5777,1,0
max,-98.1647,-19.8025,497.68,5778,1,0
max,-95.7106,-24.0532,438.8,5779,1,0
max,-95.7106,-18.4534,499.52,5780,1,0
max,-93.2565,-19.8025,497.68,5781,1,0
max,-93.2565,-22.704,440.64,5782,1,0
max,-90.8024,-18.4534,499.52,5783,1,0
max,-90.8024,-24.0532,440.64,5784,1,0
max,-88.3482,-22.704,438.8,5785,1,0
max,-88.3482,-19.8025,499.52,5786,1,0
max,-85.8941,-24.0532,440.64,5787,1,0
max,-85.8941,-18.4534,499.52,5788,1,0
max,-83.44,-19.8025,499.52,5789,1,0
max,-83.44,-22.704,499.52,5790,1,0
max,-80.9859,-18.4534,499.52,5791,1,0
max,-80.9859,-24.0532,442.48,5792,1,0
max,-78.5318,-22.704,444.32,5793,1,0
max,-78.5318,-19.8025,499.52,5794,1,0
max,-76.0777,-24.0532,440.64,5795,1,0
max,-76.0777,-18.4534,499.52,5796,1,0
max,-73.6235,-19.8025,501.36,5797,1,0
max,-73.6235,-22.704,440.64,5798,1,0
max,-71.1694,-18.4534,501.36,5799,1,0
max,-71.1694,-24.0532,440.64,5800,1,0
max,-68.7153,-22.704,440.64,5801,1,0
max,-68.7153,-19.8025,501.36,5802,1,0
max,-66.2612,-24.0532,440.64,5803,1,0
max,-66.2612,-18.4534,501.36,5804,1,0
max,-63.8071,-19.8025,501.36,5805,1,0
max,-63.8071,-22.704,440.64,5806,1,0
max,-61.353,-18.4534,501.36,5807,1,0
max,-61.353,-24.0532,440.64,5808,1,0
max,-58.8988,-22.704,442.48,5809,1,0
max,-58.8988,-19.8025,499.52,5810,1,0
max,-56.4447,-18.4534,499.52,5812,1,0
max,-53.9906,-19.8025,442.48,5813,1,0
max,-53.9906,-22.704,442.48,5814,1,0
max,-51.5365,-18.4534,442.48,5815,1,0
max,-51.5365,-24.0532,442.48,5816,1,0
max,-49.0824,-22.704,442.48,5817,1,0
max,-49.0824,-19.8025,442.48,5818,1,0
max,-46.6282,-24.0532,442.48,5819,1,0
max,-46.6282,-18.4534,442.48,5820,1,0
max,-44.1741,-19.8025,442.48,5821,1,0
max,-44.1741,-22.704,442.48,5822,1,0
max,-41.72,-18.4534,442.48,5823,1,0
max,-39.2659,-19.8025,444.32,5826,1,0
max,-36.8118,-18.4534,444.32,5828,1,0
max,-24.5412,-19.8025,944.8,5837,1,0
max,-19.6329,-22.704,904.32,5841,1,0
max,-9.81648,-19.8025,823.36,5850,1,0
max,9.81648,-19.8025,994.48,5866,1,0
max,46.6282,-24.0532,462.72,5896,1,0
max,98.1647,-19.8025,499.52,5938,1,0
max,196.329,-22.8395,591.52,5986,1,0
max,-105.527,-26.9547,438.8,6056,1,0
max,-103.073,-28.3038,438.8,6059,1,0
max,-100.619,-26.9547,438.8,6061,1,0
max,-98.1647,-28.3038,438.8,6062,1,0
max,-95.7106,-26.9547,438.8,6064,1,0
max,-93.2565,-28.3038,438.8,6067,1,0
max,-90.8024,-26.9547,440.64,6069,1,0
max,-88.3482,-28.3038,440.64,6070,1,0
max,-85.8941,-26.9547,438.8,6072,1,0
max,-83.44,-28.3038,438.8,6075,1,0
max,-80.9859,-26.9547,438.8,6077,1,0
max,-78.5318,-28.3038,440.64,6078,1,0
max,-78.5318,-31.2053,440.64,6079,1,0
max,-76.0777,-26.9547,438.8,6080,1,0
max,-73.6235,-28.3038,440.64,6083,1,0
max,-71.1694,-26.9547,440.64,6085,1,0
max,-68.7153,-28.3038,440.64,6086,1,0
max,-66.2612,-26.9547,440.64,6088,1,0
max,-63.8071,-28.3038,440.64,6091,1,0
max,-61.353,-26.9547,440.64,6093,1,0
max,-58.8988,-28.3038,440.64,6094,1,0
max,-56.4447,-26.9547,442.48,6096,1,0
max,-7.36236,-26.9547,814.16,6136,1,0
max,83.44,-28.3038,528.96,6211,1,0
max,-63.8071,-39.7067,799.44,6369,1,0
max,-39.2659,-39.7067,816,6388,1,0
max,4.90822,-39.7067,521.6,6425,1,0
max,17.1788,-41.0558,1011.04,6435,1,0
max,39.2659,-39.7067,808.64,6452,1,0
max,110.435,-49.5571,547.36,6782,1,0
max,-112.889,-56.7093,1023.92,6865,1,0
max,93.2565,-53.8078,1029.44,7032,1,0
max,-245.412,-62.3768,841.76,7092,1,0
max,17.1788,-60.9599,1031.28,7230,1,0
max,46.6282,-60.9599,904.32,7254,1,0
max,68.7153,-62.3091,793.92,7271,1,0
max,161.972,-65.3461,521.6,7322,1,0
max,206.146,-62.3768,582.32,7331,1,0
max,31.9035,-69.4613,952.16,7494,1,0
max,71.1694,-69.4613,538.16,7526,1,0
max,-14.7247,-79.3117,987.12,7701,1,0
max,58.8988,-79.3117,832.56,7760,1,0
max,78.5318,-82.2132,565.76,7777,1,0
max,-58.8988,-87.813,821.52,7903,1,0
max,-7.62939e-06,-87.813,514.24,7951,1,0
max,24.5412,-87.813,560.24,7970,1,0
max,-137.431,-96.3821,1034.96,8091,1,0
max,-100.619,-94.9652,819.68,8099,1,0
max,-7.36236,-100.565,974.24,8175,1,0
max,7.36235,-100.565,523.44,8186,1,0
max,137.431,-96.3821,1018.4,8270,1,0
max,191.421,-99.3513,1018.4,8281,1,0
max,-71.1694,-109.066,812.32,8346,1,0
max,-132.522,-116.354,1003.68,8537,1,0
max,-14.7247,-116.218,1005.52,8607,1,0
max,132.522,-116.354,606.24,8702,1,0
max,-152.155,-121.886,1012.88,8744,1,0
max,-68.7153,-121.818,1033.12,8772,1,0
max,-12.2706,-120.469,1000,8817,1,0
max,230.687,-121.886,1016.56,8927,1,0
max,-26.9953,-134.57,1022.08,9006,1,0
max,53.9906,-133.221,1003.68,9071,1,0
max,73.6235,-130.32,1012.88,9088,1,0
max,-152.155,-138.889,1018.4,9142,1,0
max,-29.4494,-141.858,1009.2,9167,1,0
max,29.4494,-141.858,1022.08,9179,1,0
max,-201.238,-150.359,1025.76,9226,1,0
max,68.7153,-147.39,1009.2,9281,1,0
max,44.1741,-155.891,1029.44,9368,1,0
max,186.513,-164.393,578.64,9487,1,0
max,-171.788,-184.364,1020.24,9585,1,0
max,122.706,-189.897,1034.96,9726,1,0
max,24.5412,-201.367,1009.2,9784,1,0
max,-14.7247,-206.899,1022.08,9851,1,0
max,-9.81648,-232.403,1012.88,10048,1,0
max,-3.8147e-06,-243.874,1007.36,10106,1,0
multifit,-157.064,5.83687,430.653,23,1,0
multifit,-152.155,2.7999,435.976,25,1,0
multifit,-152.155,5.70141,430.913,26,1,0
multifit,-149.701,1.45075,436.202,27,1,0
multifit,-149.701,7.05056,430.887,28,1,0
multifit,-147.247,5.70141,430.925,29,1,0
multifit,-147.247,2.7999,436.189,30,1,0
multifit,-144.793,7.05056,490.059,31,2,0
multifit,-144.793,7.05056,430.922,31,2,1
multifit,-144.793,1.45075,436.832,32,1,0
multifit,-142.339,2.7999,431.824,33,2,0
multifit,-142.339,2.7999,490.239,33,2,1
multifit,-142.339,5.70141,491.725,34,2,0
multifit,-142.339,5.70141,430.173,34,2,1
multifit,-139.885,7.05056,490.864,36,1,0
multifit,-137.431,5.70141,496.283,37,1,0
multifit,-137.431,2.7999,491.513,38,1,0
multifit,-134.976,7.05056,491.856,39,2,0
multifit,-134.976,7.05056,544.052,39,2,1
multifit,-134.976,1.45075,491.571,40,1,0
multifit,-132.522,2.7999,492.028,41,1,0
multifit,-130.068,1.45075,493.085,43,1,0
multifit,-130.068,7.05056,545.304,44,1,0
multifit,-127.614,5.70141,547.002,45,1,0
multifit,-125.16,7.05056,546.313,47,1,0
multifit,-125.16,1.45075,546.501,48,1,0
multifit,-122.706,2.7999,546.474,49,1,0
multifit,-122.706,5.70141,547.611,50,2,0
multifit,-122.706,5.70141,598.496,50,2,1
multifit,-120.252,1.45075,546.898,51,1,0
multifit,-120.252,7.05056,546.629,52,2,0
multifit,-120.252,7.05056,662.055,52,2,1
multifit,-117.798,5.70141,547.212,53,1,0
multifit,-117.798,2.7999,548.594,54,1,0
multifit,-115.344,1.45075,547.988,56,1,0
multifit,-112.889,2.7999,547.893,57,1,0
multifit,-112.889,5.70141,546.07,58,1,0
multifit,-110.435,1.45075,547.774,59,1,0
multifit,-105.527,1.45075,547.468,64,1,0
multifit,-103.073,5.70141,601.761,66,1,0
multifit,-100.619,7.05056,602.205,68,1,0
multifit,-98.1647,5.70141,602.879,69,1,0
multifit,-98.1647,2.7999,601.724,70,1,0
multifit,-95.7106,7.05056,600.318,71,2,0
multifit,-95.7106,7.05056,547.014,71,2,1
multifit,-93.2565,2.7999,603.471,73,1,0
multifit,-93.2565,5.70141,604.67,74,1,0
multifit,-90.8024,1.45075,604.203,75,1,0
multifit,-90.8024,7.05056,605.249,76,1,0
multifit,-88.3482,5.70141,605.656,77,1,0
multifit,-88.3482,2.7999,603.895,78,1,0
multifit,-85.8941,7.05056,605.471,79,1,0
multifit,-85.8941,1.45075,603.787,80,1,0
multifit,-83.44,2.7999,605.82,81,1,0
multifit,-83.44,5.70141,606.292,82,1,0
multifit,-80.9859,1.45075,605.872,83,1,0
multifit,-80.9859,7.05056,606.101,84,1,0
multifit,-78.5318,5.70141,606.8,85,1,0
multifit,-78.5318,2.7999,606.557,86,1,0
multifit,-76.0777,7.05056,606.799,87,1,0
multifit,-76.0777,1.45075,605.39,88,1,0
multifit,-73.6235,2.7999,607.498,89,1,0
multifit,-73.6235,5.70141,607.913,90,1,0
multifit,-71.1694,1.45075,606.663,91,1,0
multifit,-71.1694,7.05056,607.821,92,1,0
multifit,-68.7153,5.70141,607.686,93,1,0
multifit,-68.7153,2.7999,607.888,94,1,0
multifit,-66.2612,7.05056,608.731,95,1,0
multifit,-66.2612,1.45075,606.84,96,2,0
multifit,-66.2612,1.45075,546.415,96,2,1
multifit,-63.8071,2.7999,606.524,97,2,0
multifit,-63.8071,2.7999,547.184,97,2,1
multifit,-63.8071,5.70141,608.35,98,1,0
multifit,-61.353,7.05056,609.124,100,1,0
multifit,-58.8988,5.70141,609.021,101,1,0
multifit,-56.4447,7.05056,608.993,103,1,0
multifit,-49.0824,2.7999,561.079,110,2,0
multifit,-49.0824,2.7999,603.057,110,2,1
multifit,-46.6282,1.45075,561.426,112,1,0
multifit,-44.1741,2.7999,561.088,113,1,0
multifit,-44.1741,5.70141,561.679,114,2,0
multifit,-44.1741,5.70141,646.784,114,2,1
multifit,-41.72,1.45075,561.824,115,2,0
multifit,-41.72,1.45075,646.737,115,2,1
multifit,-41.72,7.05056,563.01,116,1,0
multifit,-39.2659,5.70141,562.009,117,1,0
multifit,-39.2659,2.7999,562.102,118,2,0
multifit,-39.2659,2.7999,647.156,118,2,1
multifit,-36.8118,7.05056,562.573,119,1,0
multifit,-34.3577,5.70141,562.522,122,1,0
multifit,-31.9035,1.45075,508.977,123,1,0
multifit,-29.4494,2.7999,509.312,126,1,0
multifit,-26.9953,7.05056,509.551,127,1,0
multifit,-26.9953,1.45075,509.145,128,1,0
multifit,-24.5412,2.7999,509.422,129,1,0
multifit,-24.5412,5.70141,509.198,130,1,0
multifit,-22.0871,7.05056,510.45,132,1,0
multifit,171.788,2.86764,573.809,279,1,0
multifit,-157.064,11.369,429.644,323,1,0
multifit,-152.155,14.3382,429.75,324,2,0
multifit,-152.155,14.3382,490.883,324,2,1
multifit,-149.701,9.95207,430.799,325,2,0
multifit,-149.701,9.95207,544.282,325,2,1
multifit,-147.247,11.3012,489.903,326,2,0
multifit,-147.247,11.3012,428.496,326,2,1
multifit,-147.247,14.2027,490.179,327,1,0
multifit,-144.793,9.95207,490.905,328,1,0
multifit,-144.793,15.5519,489.979,329,1,0
multifit,-142.339,14.2027,490.363,330,1,0
multifit,-142.339,11.3012,491.032,331,1,0
multifit,-139.885,9.95207,490.835,333,1,0
multifit,-134.976,9.95207,546.517,336,1,0
multifit,-134.976,15.5519,544.936,337,1,0
multifit,-132.522,14.2027,545.424,338,1,0
multifit,-132.522,11.3012,545.408,339,1,0
multifit,-130.068,15.5519,545.63,340,1,0
multifit,-130.068,9.95207,545.65,341,1,0
multifit,-127.614,11.3012,546.101,342,1,0
multifit,-127.614,14.2027,549.448,343,2,0
multifit,-127.614,14.2027,602.028,343,2,1
multifit,-125.16,9.95207,546.197,344,1,0
multifit,-120.252,15.5519,600.635,348,1,0
multifit,-120.252,9.95207,545.969,349,1,0
multifit,-117.798,14.2027,601.625,351,1,0
multifit,-115.344,9.95207,602.206,352,1,0
multifit,-115.344,15.5519,601.722,353,1,0
multifit,-112.889,14.2027,601.975,354,1,0
multifit,-112.889,11.3012,601.883,355,1,0
multifit,-110.435,15.5519,602.314,356,1,0
multifit,-110.435,9.95207,603.046,357,1,0
multifit,-107.981,11.3012,602.789,358,1,0
multifit,-107.981,14.2027,602.579,359,2,0
multifit,-107.981,14.2027,546.379,359,2,1
multifit,-105.527,9.95207,603.332,360,2,0
multifit,-105.527,9.95207,546.761,360,2,1
multifit,-105.527,15.5519,603.111,361,2,0
multifit,-105.527,15.5519,546.085,361,2,1
multifit,-103.073,14.2027,603.651,362,2,0
multifit,-103.073,14.2027,643.797,362,2,1
multifit,-103.073,11.3012,602.068,363,1,0
multifit,-100.619,9.95207,604.383,365,1,0
multifit,-98.1647,11.3012,603.762,366,1,0
multifit,-95.7106,9.95207,604.142,368,1,0
multifit,-93.2565,11.3012,603.215,371,1,0
multifit,-90.8024,9.95207,604.53,373,1,0
multifit,-88.3482,11.3012,603.114,374,1,0
multifit,-85.8941,9.95207,606.024,376,1,0
multifit,-80.9859,9.95207,607.445,381,1,0
multifit,-76.0777,9.95207,606.136,384,1,0
multifit,-71.1694,9.95207,608.497,389,1,0
multifit,-68.7153,11.3012,608.674,390,1,0
multifit,-66.2612,9.95207,609.22,392,1,0
multifit,-63.8071,11.3012,608.504,395,1,0
multifit,-61.353,9.95207,609.356,397,1,0
multifit,-58.8988,11.3012,609.481,398,1,0
multifit,-58.8988,14.2027,609.408,399,1,0
multifit,-56.4447,9.95207,609.458,400,1,0
multifit,-56.4447,15.5519,609.953,401,1,0
multifit,-53.9906,14.2027,610.012,402,1,0
multifit,-53.9906,11.3012,610.451,403,1,0
multifit,-51.5365,15.5519,611.131,404,1,0
multifit,-51.5365,9.95207,610.443,405,1,0
multifit,-49.0824,11.3012,610.749,406,1,0
multifit,-49.0824,14.2027,610.791,407,1,0
multifit,-46.6282,15.5519,611.411,409,1,0
multifit,-44.1741,14.2027,611.568,410,1,0
multifit,-41.72,15.5519,611.862,412,1,0
multifit,-36.8118,9.95207,562.954,416,2,0
multifit,-36.8118,9.95207,607.552,416,2,1
multifit,-34.3577,14.2027,563.25,418,1,0
multifit,-34.3577,11.3012,563.403,419,1,0
multifit,-31.9035,15.5519,563.695,420,1,0
multifit,-31.9035,9.95207,563.715,421,1,0
multifit,-29.4494,11.3012,563.89,422,1,0
multifit,-29.4494,14.2027,563.166,423,2,0
multifit,-29.4494,14.2027,649.22,423,2,1
multifit,-26.9953,9.95207,650.169,424,1,0
multifit,-26.9953,15.5519,564.185,425,2,0
multifit,-26.9953,15.5519,649.275,425,2,1
multifit,-24.5412,14.2027,564.671,426,2,0
multifit,-24.5412,14.2027,648.992,426,2,1
multifit,-22.0871,9.95207,510.525,429,2,0
multifit,-22.0871,9.95207,649.788,429,2,1
multifit,-19.6329,11.3012,511.035,430,1,0
multifit,-19.6329,14.2027,510.197,431,2,0
multifit,-19.6329,14.2027,649.469,431,2,1
multifit,-17.1788,15.5519,511.173,433,1,0
multifit,51.5365,9.95207,280.544,488,1,0
multifit,76.0776,15.5519,235.812,508,1,0
multifit,147.247,11.3012,582.387,566,1,0
multifit,-215.962,22.8395,1015.39,605,1,0
multifit,-166.88,22.8395,428.207,615,1,0
multifit,-161.972,19.8703,428.603,616,1,0
multifit,-157.064,22.8395,433.371,617,2,0
multifit,-157.064,22.8395,493.708,617,2,1
multifit,-152.155,19.8703,494.457,618,2,0
multifit,-152.155,19.8703,433.769,618,2,1
multifit,-147.247,22.8395,489.237,619,1,0
multifit,-144.793,18.4534,490.247,620,1,0
multifit,-142.339,22.704,544.034,622,1,0
multifit,-139.885,18.4534,544.404,623,1,0
multifit,-139.885,24.0532,543.51,624,1,0
multifit,-137.431,22.704,544.323,625,1,0
multifit,-137.431,19.8025,544.823,626,1,0
multifit,-134.976,24.0532,543.694,627,1,0
multifit,-134.976,18.4534,544.647,628,1,0
multifit,-132.522,19.8025,544.723,629,1,0
