psa,x,y,z,pad,mult,rank
multifit,-58.8988,73.7119,658.526,2299,1,0
multifit,-58.8988,70.8104,658.059,2300,1,0
multifit,-56.4447,69.4613,658.026,2302,1,0
multifit,-34.3576,73.7119,617.272,2320,2,0
multifit,-34.3576,73.7119,582.451,2320,2,1
multifit,-31.9035,69.4613,617.111,2321,1,0
multifit,-31.9035,75.0611,617.939,2322,1,0
multifit,-29.4494,73.7119,616.843,2323,1,0
multifit,-29.4494,70.8104,616.763,2324,1,0
multifit,-26.9953,75.0611,617.44,2325,1,0
multifit,-26.9953,69.4613,616.071,2326,1,0
multifit,-24.5412,70.8104,615.96,2327,1,0
multifit,-24.5412,73.7119,618.474,2328,2,0
multifit,-24.5412,73.7119,580.832,2328,2,1
multifit,-22.0871,69.4613,616.521,2329,1,0
multifit,-19.6329,73.7119,568.159,2331,2,0
multifit,-19.6329,73.7119,394.977,2331,2,1
multifit,-17.1788,75.0611,567.973,2333,1,0
multifit,-17.1788,69.4613,567.634,2334,1,0
multifit,-14.7247,70.8104,567.83,2335,2,0
multifit,-14.7247,70.8104,512.173,2335,2,1
multifit,-14.7247,73.7119,568.464,2336,3,0
multifit,-14.7247,73.7119,517.567,2336,3,1
multifit,-14.7247,73.7119,397.389,2336,3,2
multifit,-12.2706,69.4613,566.999,2337,2,0
multifit,-12.2706,69.4613,512.356,2337,2,1
multifit,-12.2706,75.0611,568.485,2338,1,0
multifit,-9.81648,73.7119,568.58,2339,1,0
multifit,-9.81648,70.8104,569.958,2340,1,0
multifit,-7.36236,75.0611,513.373,2341,1,0
multifit,-4.90824,70.8104,513.599,2343,1,0
multifit,-4.90824,73.7119,513.442,2344,1,0
multifit,-2.45413,69.4613,513.231,2345,2,0
multifit,-2.45413,69.4613,459.36,2345,2,1
multifit,-2.45413,75.0611,513.111,2346,1,0
multifit,-9.53674e-06,73.7119,515.387,2347,2,0
multifit,-9.53674e-06,73.7119,456.209,2347,2,1
multifit,-9.53674e-06,70.8104,512.668,2348,1,0
multifit,2.45411,75.0611,458.028,2349,1,0
multifit,2.45411,69.4613,458.493,2350,3,0
multifit,2.45411,69.4613,514.737,2350,3,1
multifit,2.45411,69.4613,390.819,2350,3,2
multifit,4.90822,70.8104,458.608,2351,1,0
multifit,4.90822,73.7119,459.68,2352,1,0
multifit,7.36234,69.4613,459.026,2353,1,0
multifit,7.36234,75.0611,458.81,2354,1,0
multifit,9.81646,70.8104,458.928,2356,2,0
multifit,9.81646,70.8104,390.422,2356,2,1
multifit,12.2706,75.0611,392.865,2357,1,0
multifit,12.2706,69.4613,392.874,2358,1,0
multifit,14.7247,70.8104,392.334,2359,1,0
multifit,14.7247,73.7119,391.752,2360,1,0
multifit,17.1788,69.4613,393.539,2361,1,0
multifit,53.9906,73.7119,1021.54,2392,1,0
multifit,58.8988,73.7119,1006.08,2395,1,0
multifit,98.1647,70.8104,763.463,2428,1,0
multifit,220.871,70.8781,1019.1,2463,1,0
multifit,-171.788,82.3487,423.076,2490,1,0
multifit,-166.88,79.3795,423.41,2491,2,0
multifit,-166.88,79.3795,485.754,2491,2,1
multifit,-161.972,82.3487,485.08,2492,2,0
multifit,-161.972,82.3487,422.543,2492,2,1
multifit,-157.064,79.3795,485.124,2493,1,0
multifit,-152.155,82.3487,538.492,2494,1,0
multifit,-147.247,79.3795,538.324,2495,1,0
multifit,-142.339,82.3487,590.561,2496,1,0
multifit,-137.431,79.3795,590.128,2497,1,0
multifit,-132.522,82.3487,591.233,2498,1,0
multifit,-122.706,82.3487,635.324,2500,1,0
multifit,-117.798,79.3795,635.545,2501,1,0
multifit,-112.889,82.3487,635.046,2502,1,0
multifit,-93.2565,79.3117,590.526,2517,1,0
multifit,-80.9859,83.5624,655.197,2526,1,0
multifit,-61.3529,83.5624,793.023,2542,1,0
multifit,-39.2659,82.2132,618.472,2561,1,0
multifit,-36.8118,77.9626,619.146,2562,1,0
multifit,-36.8118,83.5624,619.33,2563,1,0
multifit,-34.3576,82.2132,618.84,2564,1,0
multifit,-34.3576,79.3117,618.121,2565,1,0
multifit,-31.9035,83.5624,618.749,2566,1,0
multifit,-31.9035,77.9626,617.979,2567,1,0
multifit,-29.4494,79.3117,617.934,2568,2,0
multifit,-29.4494,79.3117,411.531,2568,2,1
multifit,-29.4494,82.2132,620.695,2569,1,0
multifit,-26.9953,77.9626,618.26,2570,1,0
multifit,-22.0871,83.5624,571.724,2574,1,0
multifit,-19.6329,79.3117,568.693,2576,2,0
multifit,-19.6329,79.3117,517.347,2576,2,1
multifit,-19.6329,82.2132,568.622,2577,1,0
multifit,-17.1788,77.9626,568.604,2578,2,0
multifit,-17.1788,77.9626,462.305,2578,2,1
multifit,-17.1788,83.5624,569.6,2579,1,0
multifit,-14.7247,82.2132,568.708,2580,2,0
multifit,-14.7247,82.2132,516.282,2580,2,1
multifit,-14.7247,79.3117,568.866,2581,2,0
multifit,-14.7247,79.3117,518.102,2581,2,1
multifit,-12.2706,77.9626,568.232,2583,1,0
multifit,-9.81648,79.3117,512.89,2584,2,0
multifit,-9.81648,79.3117,566.957,2584,2,1
multifit,-9.81648,82.2132,514.476,2585,1,0
multifit,-7.36236,77.9626,513.336,2586,1,0
multifit,-7.36236,83.5624,514.812,2587,2,0
multifit,-7.36236,83.5624,563.189,2587,2,1
multifit,-4.90824,82.2132,514.311,2588,2,0
multifit,-4.90824,82.2132,563.728,2588,2,1
multifit,-4.90824,79.3117,513.957,2589,1,0
multifit,-2.45413,83.5624,513.974,2590,1,0
multifit,-2.45413,77.9626,513.879,2591,2,0
multifit,-2.45413,77.9626,541.201,2591,2,1
multifit,-9.53674e-06,79.3117,458.774,2592,2,0
multifit,-9.53674e-06,79.3117,513.052,2592,2,1
multifit,2.45411,77.9626,458.757,2594,1,0
multifit,2.45411,83.5624,460.235,2595,1,0
multifit,4.90822,82.2132,459.809,2596,1,0
multifit,4.90822,79.3117,459.187,2597,1,0
multifit,7.36234,77.9626,458.958,2599,1,0
multifit,9.81646,79.3117,393.255,2600,2,0
multifit,9.81646,79.3117,457.977,2600,2,1
multifit,9.81646,82.2132,392.494,2601,1,0
multifit,12.2706,77.9626,393.125,2602,1,0
multifit,12.2706,83.5624,393.113,2603,1,0
multifit,14.7247,82.2132,392.954,2604,1,0
multifit,14.7247,79.3117,391.727,2605,1,0
multifit,49.0824,82.2132,992.137,2633,1,0
multifit,-171.788,87.8808,422.431,2731,1,0
multifit,-166.88,90.85,422.244,2732,1,0
multifit,-161.972,87.8808,483.83,2733,2,0
multifit,-161.972,87.8808,422.301,2733,2,1
multifit,-157.064,90.85,483.401,2734,1,0
multifit,-152.155,87.8808,538.63,2735,1,0
multifit,-147.247,90.85,537.421,2736,1,0
multifit,-142.339,87.8808,539.141,2737,1,0
multifit,-137.431,90.85,590.456,2738,1,0
multifit,-132.522,87.8808,590.9,2739,1,0
multifit,-127.614,90.85,589.961,2740,1,0
multifit,-122.706,87.8808,635.971,2741,1,0
multifit,-117.798,90.85,633.793,2742,1,0
multifit,-112.889,87.8808,634.097,2743,1,0
multifit,-107.981,90.85,633.269,2744,1,0
multifit,-105.527,86.4639,635.059,2745,1,0
multifit,-103.073,90.7145,633.553,2747,1,0
multifit,-98.1647,90.7145,634.86,2750,1,0
multifit,-95.7106,86.4639,697.998,2753,1,0
multifit,-46.6282,92.0637,620.96,2792,1,0
multifit,-44.1741,87.813,620.799,2794,1,0
multifit,-44.1741,90.7145,620.413,2795,2,0
multifit,-44.1741,90.7145,529.487,2795,2,1
multifit,-41.72,86.4639,620.324,2796,2,0
multifit,-41.72,86.4639,528.995,2796,2,1
multifit,-41.72,92.0637,620.593,2797,1,0
multifit,-39.2659,90.7145,620.225,2798,1,0
multifit,-39.2659,87.813,620.388,2799,1,0
multifit,-36.8118,92.0637,620.304,2800,2,0
multifit,-36.8118,92.0637,409.524,2800,2,1
multifit,-36.8118,86.4639,619.452,2801,1,0
multifit,-34.3576,87.813,619.498,2802,1,0
multifit,-34.3576,90.7145,621.519,2803,1,0
multifit,-31.9035,86.4639,621.123,2804,1,0
multifit,-26.9953,92.0637,573.182,2808,1,0
multifit,-24.5412,87.813,572.048,2810,1,0
multifit,-24.5412,90.7145,573.067,2811,2,0
multifit,-24.5412,90.7145,402.155,2811,2,1
multifit,-22.0871,86.4639,569.823,2812,1,0
multifit,-22.0871,92.0637,570.859,2813,1,0
multifit,-19.6329,90.7145,570.3,2814,2,0
multifit,-19.6329,90.7145,395.133,2814,2,1
multifit,-19.6329,87.813,570.22,2815,2,0
multifit,-19.6329,87.813,461.43,2815,2,1
multifit,-17.1788,92.0637,569.812,2816,1,0
multifit,-17.1788,86.4639,569.056,2817,1,0
multifit,-14.7247,87.813,570.186,2818,2,0
multifit,-14.7247,87.813,395.693,2818,2,1
multifit,-14.7247,90.7145,516.047,2819,2,0
multifit,-14.7247,90.7145,569.395,2819,2,1
multifit,-12.2706,92.0637,515.142,2821,2,0
multifit,-12.2706,92.0637,566.448,2821,2,1
multifit,-9.81647,90.7145,515.659,2822,1,0
multifit,-9.81647,87.813,515.286,2823,1,0
multifit,-7.36236,92.0637,515.414,2824,1,0
multifit,-7.36236,86.4639,515.172,2825,2,0
multifit,-7.36236,86.4639,565.914,2825,2,1
multifit,-4.90824,87.813,514.808,2826,1,0
multifit,-4.90824,90.7145,514.971,2827,2,0
multifit,-4.90824,90.7145,566.687,2827,2,1
multifit,-2.45412,86.4639,458.673,2828,2,0
multifit,-2.45412,86.4639,514.043,2828,2,1
multifit,-2.45413,92.0637,459.004,2829,2,0
multifit,-2.45413,92.0637,513.054,2829,2,1
multifit,-7.62939e-06,90.7145,460.993,2830,1,0
multifit,-7.62939e-06,87.813,459.146,2831,2,0
multifit,-7.62939e-06,87.813,511.603,2831,2,1
multifit,2.45411,92.0637,461.644,2832,2,0
multifit,2.45411,92.0637,392.903,2832,2,1
multifit,2.45411,86.4639,460.306,2833,1,0
multifit,4.90823,87.813,459.985,2834,2,0
multifit,4.90823,87.813,394.553,2834,2,1
multifit,4.90823,90.7145,461.103,2835,2,0
multifit,4.90823,90.7145,393.461,2835,2,1
multifit,7.36234,86.4639,393.804,2836,2,0
multifit,7.36234,86.4639,459.969,2836,2,1
multifit,7.36234,92.0637,394.672,2837,1,0
multifit,9.81646,90.7145,394.702,2838,1,0
multifit,9.81646,87.813,393.557,2839,1,0
multifit,12.2706,92.0637,393.966,2840,1,0
multifit,12.2706,86.4639,393.536,2841,1,0
multifit,95.7106,86.4639,767.362,2908,1,0
multifit,147.247,90.85,1017.87,2925,1,0
multifit,-186.513,96.3821,765.242,2961,1,0
multifit,-166.88,96.3821,421.139,2965,1,0
multifit,-161.972,99.3513,419.605,2966,1,0
multifit,-157.064,96.3821,482.703,2967,1,0
multifit,-152.155,99.3513,482.543,2968,1,0
multifit,-147.247,96.3821,538.292,2969,1,0
multifit,-142.339,99.3513,538.296,2970,1,0
multifit,-137.431,96.3821,539.282,2971,1,0
multifit,-132.522,99.3513,589.468,2972,1,0
multifit,-127.614,96.3821,589.542,2973,1,0
multifit,-122.706,99.3513,589.566,2974,1,0
multifit,-117.798,96.3821,634.254,2975,1,0
multifit,-112.889,99.3513,634.169,2976,1,0
multifit,-107.981,96.3821,632.898,2977,1,0
multifit,-103.073,99.3513,632.155,2978,1,0
multifit,-100.619,94.9652,632.538,2979,2,0
multifit,-100.619,94.9652,536.854,2979,2,1
multifit,-98.1647,96.3143,631.368,2980,1,0
multifit,-98.1647,99.2159,631.212,2981,1,0
multifit,-95.7106,94.9652,633.959,2982,1,0
multifit,-95.7106,100.565,631.443,2983,1,0
multifit,-93.2565,99.2159,631.302,2984,2,0
multifit,-93.2565,99.2159,584.605,2984,2,1
multifit,-90.8024,100.565,630.038,2986,2,0
multifit,-90.8024,100.565,654.593,2986,2,1
multifit,-88.3482,99.2159,657.814,2989,1,0
multifit,-61.3529,100.565,624.175,3010,1,0
multifit,-58.8988,99.2159,622.365,3013,1,0
multifit,-56.4447,100.565,622.874,3015,1,0
multifit,-53.9906,99.2159,622.196,3016,1,0
multifit,-51.5365,100.565,622.111,3018,1,0
multifit,-51.5365,94.9652,621.721,3019,1,0
multifit,-49.0824,96.3143,621.882,3020,1,0
multifit,-49.0824,99.2159,621.762,3021,1,0
multifit,-46.6282,94.9652,621.356,3022,1,0
multifit,-46.6282,100.565,622.143,3023,1,0
multifit,-44.1741,99.2159,621.406,3024,1,0
multifit,-44.1741,96.3143,621.412,3025,1,0
multifit,-41.72,100.565,620.397,3026,1,0
multifit,-41.72,94.9652,620.692,3027,1,0
multifit,-39.2659,96.3143,620.276,3028,1,0
multifit,-36.8118,94.9652,620.493,3030,2,0
multifit,-36.8118,94.9652,580.168,3030,2,1
multifit,-31.9035,100.565,574.088,3034,1,0
multifit,-29.4494,96.3143,574.057,3036,1,0
multifit,-29.4494,99.2159,574.322,3037,1,0
multifit,-26.9953,94.9652,574.07,3038,1,0
multifit,-26.9953,100.565,574.099,3039,2,0
multifit,-26.9953,100.565,403.068,3039,2,1
multifit,-24.5412,99.2159,573.167,3040,1,0
multifit,-24.5412,96.3143,573.643,3041,1,0
multifit,-22.0871,94.9652,570.201,3043,1,0
multifit,-17.1788,100.565,518.328,3047,2,0
multifit,-17.1788,100.565,568.983,3047,2,1
multifit,-14.7247,99.2159,517.166,3048,1,0
multifit,-14.7247,96.3143,516.818,3049,2,0
multifit,-14.7247,96.3143,567.577,3049,2,1
multifit,-12.2706,100.565,516.785,3050,1,0
multifit,-12.2706,94.9652,515.893,3051,1,0
multifit,-9.81647,96.3143,516.237,3052,1,0
multifit,-9.81647,99.2159,515.697,3053,2,0
multifit,-9.81647,99.2159,461.429,3053,2,1
multifit,-7.36236,94.9652,516.837,3054,2,0
multifit,-7.36236,94.9652,460.463,3054,2,1
multifit,-7.36236,100.565,460.575,3055,2,0
multifit,-7.36236,100.565,517.053,3055,2,1
multifit,-4.90824,99.2159,460.894,3056,1,0
multifit,-4.90824,96.3143,459.904,3057,1,0
multifit,-2.45412,100.565,460.889,3058,1,0
multifit,-2.45412,94.9652,459.466,3059,2,0
multifit,-2.45412,94.9652,513.48,3059,2,1
multifit,-5.72205e-06,96.3143,459.141,3060,2,0
multifit,-5.72205e-06,96.3143,512.635,3060,2,1
multifit,-5.72205e-06,99.2159,462.462,3061,2,0
multifit,-5.72205e-06,99.2159,392.595,3061,2,1
multifit,2.45411,94.9652,460.641,3062,2,0
multifit,2.45411,94.9652,394.296,3062,2,1
multifit,2.45411,100.565,395.822,3063,2,0
multifit,2.45411,100.565,461.479,3063,2,1
multifit,4.90823,99.2159,395.938,3064,1,0
multifit,4.90823,96.3143,394.861,3065,1,0
multifit,7.36235,100.565,395.882,3066,1,0
multifit,7.36234,94.9652,394.832,3067,1,0
multifit,9.81646,96.3143,395.222,3068,1,0
multifit,9.81646,99.2159,395.038,3069,1,0
multifit,12.2706,94.9652,394.272,3070,1,0
multifit,12.2706,100.565,394.239,3071,1,0
multifit,17.1788,100.565,304.942,3074,1,0
multifit,68.7153,99.2159,993.412,3117,1,0
multifit,-161.972,104.883,421.559,3192,1,0
multifit,-157.064,107.853,422.061,3193,1,0
multifit,-152.155,104.883,484.555,3194,1,0
multifit,-147.247,107.853,483.696,3195,1,0
multifit,-142.339,104.883,538.173,3196,1,0
multifit,-137.431,107.853,536.926,3197,1,0
multifit,-132.522,104.883,536.344,3198,2,0
multifit,-132.522,104.883,588.681,3198,2,1
multifit,-127.614,107.853,589.269,3199,2,0
multifit,-127.614,107.853,535.518,3199,2,1
multifit,-122.706,104.883,588.371,3200,1,0
multifit,-117.798,107.853,588.261,3201,1,0
multifit,-107.981,107.853,587.806,3203,1,0
multifit,-103.073,104.883,631.65,3204,1,0
multifit,-98.1647,107.853,631.094,3205,1,0
multifit,-95.7106,103.467,631.037,3206,2,0
multifit,-95.7106,103.467,655.009,3206,2,1
multifit,-93.2565,104.816,631.159,3207,1,0
multifit,-93.2565,107.717,630.658,3208,1,0
multifit,-90.8024,103.467,630.451,3209,1,0
multifit,-90.8024,109.066,630.101,3210,1,0
multifit,-88.3482,107.717,629.654,3211,1,0
multifit,-88.3482,104.816,629.81,3212,1,0
multifit,-85.8941,109.066,629.464,3213,1,0
multifit,-85.8941,103.467,629.715,3214,1,0
multifit,-83.44,104.816,629.237,3215,1,0
multifit,-83.44,107.717,628.956,3216,1,0
multifit,-80.9859,103.467,629.66,3217,1,0
multifit,-80.9859,109.066,628.694,3218,1,0
multifit,-78.5318,107.717,626.451,3219,1,0
multifit,-78.5318,104.816,628.512,3220,1,0
multifit,-76.0777,109.066,626.055,3221,1,0
multifit,-76.0777,103.467,629.304,3222,1,0
multifit,-73.6235,104.816,626.095,3223,1,0
multifit,-73.6235,107.717,625.686,3224,1,0
multifit,-71.1694,103.467,625.347,3225,1,0
multifit,-71.1694,109.066,625.47,3226,1,0
multifit,-68.7153,107.717,625.325,3227,1,0
multifit,-68.7153,104.816,625.799,3228,1,0
multifit,-66.2612,109.066,624.943,3229,1,0
multifit,-66.2612,103.467,625.324,3230,1,0
multifit,-63.8071,104.816,624.392,3231,1,0
multifit,-63.8071,107.717,624.625,3232,1,0
multifit,-61.3529,103.467,624.011,3233,1,0
multifit,-61.3529,109.066,624.548,3234,1,0
multifit,-58.8988,107.717,623.765,3235,1,0
multifit,-58.8988,104.816,623.427,3236,1,0
multifit,-56.4447,109.066,624.168,3237,1,0
multifit,-56.4447,103.467,623.396,3238,1,0
multifit,-53.9906,104.816,623.108,3239,1,0
multifit,-53.9906,107.717,622.179,3240,2,0
multifit,-53.9906,107.717,580.032,3240,2,1
multifit,-51.5365,103.467,622.13,3241,1,0
multifit,-49.0824,104.816,621.891,3244,1,0
multifit,-46.6282,109.066,575.979,3245,1,0
multifit,-46.6282,103.467,622.29,3246,1,0
multifit,-44.1741,104.816,620.137,3247,1,0
multifit,-41.72,109.066,578.19,3250,2,0
multifit,-41.72,109.066,525.835,3250,2,1
multifit,-39.2659,107.717,578.318,3251,1,0
multifit,-39.2659,104.816,579.161,3252,1,0
multifit,-36.8118,109.066,577.485,3253,1,0
multifit,-36.8118,103.467,575.718,3254,1,0
multifit,-34.3576,104.816,575.207,3255,1,0
multifit,-34.3576,107.717,577.045,3256,1,0
multifit,-31.9035,103.467,575.139,3257,1,0
multifit,-31.9035,109.066,574.737,3258,2,0
multifit,-31.9035,109.066,521.366,3258,2,1
multifit,-29.4494,107.717,574.262,3259,1,0
multifit,-29.4494,104.816,574.835,3260,1,0
multifit,-26.9953,103.467,574.741,3262,1,0
multifit,-22.0871,109.066,519.086,3266,1,0
multifit,-19.6329,107.717,518.109,3267,2,0
multifit,-19.6329,107.717,567.236,3267,2,1
multifit,-19.6329,104.816,517.695,3268,2,0
multifit,-19.6329,104.816,567.284,3268,2,1
multifit,-17.1788,109.066,518.428,3269,2,0
multifit,-17.1788,109.066,565.606,3269,2,1
multifit,-17.1788,103.467,518.021,3270,2,0
multifit,-17.1788,103.467,566.841,3270,2,1
multifit,-14.7247,107.717,517.667,3272,1,0
multifit,-12.2706,103.467,517.568,3273,3,0
multifit,-12.2706,103.467,460.914,3273,3,1
multifit,-12.2706,103.467,395.896,3273,3,2
multifit,-12.2706,109.066,463.314,3274,2,0
multifit,-12.2706,109.066,395.874,3274,2,1
multifit,-9.81647,107.717,461.495,3275,2,0
multifit,-9.81647,107.717,395.542,3275,2,1
multifit,-9.81647,104.816,460.832,3276,1,0
multifit,-7.36236,109.066,461.852,3277,3,0
multifit,-7.36236,109.066,395.476,3277,3,1
multifit,-7.36236,109.066,568.493,3277,3,2
multifit,-7.36236,103.467,461.584,3278,1,0
multifit,-4.90824,104.816,460.784,3279,2,0
multifit,-4.90824,104.816,394.645,3279,2,1
multifit,-4.90824,107.717,460.915,3280,3,0
multifit,-4.90824,107.717,394.986,3280,3,1
multifit,-4.90824,107.717,570.602,3280,3,2
multifit,-2.45412,103.467,461.003,3281,1,0
multifit,-2.45412,109.066,395.699,3282,2,0
multifit,-2.45412,109.066,461.776,3282,2,1
multifit,-5.72205e-06,107.717,396.313,3283,1,0
multifit,-5.72205e-06,104.816,394.788,3284,2,0
multifit,-5.72205e-06,104.816,460.643,3284,2,1
multifit,2.45411,109.066,396.382,3285,1,0
multifit,2.45411,103.467,396.381,3286,1,0
multifit,4.90823,104.816,395.914,3287,1,0
multifit,4.90823,107.717,396.115,3288,1,0
multifit,7.36235,103.467,396.322,3289,1,0
multifit,191.421,104.883,1015.54,3381,1,0
multifit,-157.064,113.385,421.251,3412,1,0
multifit,-152.155,116.354,422.416,3413,1,0
multifit,-147.247,113.385,483.007,3414,1,0
multifit,-142.339,116.354,481.975,3415,1,0
multifit,-137.431,113.385,536.131,3416,2,0
multifit,-137.431,113.385,481.784,3416,2,1
multifit,-132.522,116.354,536.116,3417,1,0
multifit,-127.614,113.385,535.957,3418,1,0
multifit,-122.706,116.354,534.877,3419,1,0
multifit,-117.798,113.385,587.679,3420,1,0
multifit,-112.889,116.354,587.264,3421,1,0
multifit,-107.981,113.385,586.634,3422,1,0
multifit,-103.073,116.354,585.76,3423,2,0
multifit,-103.073,116.354,632.188,3423,2,1
multifit,-98.1647,113.385,585.981,3424,1,0
multifit,-93.2565,116.354,585.167,3425,1,0
multifit,-85.8941,111.968,629.37,3429,1,0
multifit,-80.9859,111.968,625.971,3434,1,0
multifit,-76.0777,111.968,626.468,3437,1,0
multifit,-73.6235,113.317,626.166,3440,1,0
multifit,-71.1694,111.968,626.206,3442,1,0
multifit,-66.2612,111.968,624.8,3445,1,0
multifit,-63.8071,113.317,621.046,3448,1,0
multifit,-61.3529,117.568,577.896,3449,1,0
multifit,-58.8988,116.218,578.286,3452,1,0
multifit,-56.4447,117.568,577.919,3454,1,0
multifit,-53.9906,116.218,577.562,3455,1,0
multifit,-51.5365,117.568,580.101,3457,2,0
multifit,-51.5365,117.568,406.523,3457,2,1
multifit,-49.0824,113.317,579.014,3459,1,0
multifit,-49.0824,116.218,579.073,3460,1,0
multifit,-46.6282,111.968,578.402,3461,1,0
multifit,-46.6282,117.568,579.486,3462,1,0
multifit,-44.1741,116.218,579.291,3463,2,0
multifit,-44.1741,116.218,471.381,3463,2,1
multifit,-44.1741,113.317,578.665,3464,1,0
multifit,-41.72,117.568,578.438,3465,1,0
multifit,-41.72,111.968,578.341,3466,1,0
multifit,-39.2659,113.317,577.884,3467,1,0
multifit,-39.2659,116.218,578.583,3468,1,0
multifit,-36.8118,111.968,578.249,3469,1,0
multifit,-36.8118,117.568,524.478,3470,1,0
multifit,-34.3577,113.317,577.808,3472,1,0
multifit,-31.9035,117.568,521.76,3473,1,0
multifit,-31.9035,111.968,575.856,3474,1,0
multifit,-29.4494,113.317,521.673,3475,1,0
multifit,-29.4494,116.218,521.497,3476,1,0
multifit,-26.9953,111.968,521.275,3477,1,0
multifit,-26.9953,117.568,521.232,3478,1,0
multifit,-24.5412,116.218,521.564,3479,1,0
multifit,-24.5412,113.317,521.414,3480,1,0
multifit,-22.0871,117.568,464.608,3481,2,0
multifit,-22.0871,117.568,519.183,3481,2,1
multifit,-22.0871,111.968,521.319,3482,1,0
multifit,-19.6329,113.317,519.44,3483,1,0
multifit,-19.6329,116.218,463.957,3484,2,0
multifit,-19.6329,116.218,517.503,3484,2,1
multifit,-17.1788,111.968,517.31,3485,3,0
multifit,-17.1788,111.968,461.762,3485,3,1
multifit,-17.1788,111.968,567.577,3485,3,2
multifit,-17.1788,117.568,462.756,3486,1,0
multifit,-14.7247,116.218,462.318,3487,1,0
multifit,-14.7247,113.317,462.076,3488,3,0
multifit,-14.7247,113.317,567.307,3488,3,1
multifit,-14.7247,113.317,516.131,3488,3,2
multifit,-12.2706,117.568,462.463,3489,2,0
multifit,-12.2706,117.568,396.16,3489,2,1
multifit,-12.2706,111.968,462.596,3490,3,0
multifit,-12.2706,111.968,570.582,3490,3,1
multifit,-12.2706,111.968,395.484,3490,3,2
multifit,-9.81647,113.317,462.891,3491,1,0
multifit,-9.81647,116.218,395.069,3492,2,0
multifit,-9.81647,116.218,462.39,3492,2,1
multifit,-7.36235,111.968,461.775,3493,1,0
multifit,-7.36236,117.568,396.887,3494,3,0
multifit,-7.36236,117.568,462.932,3494,3,1
multifit,-7.36236,117.568,568.216,3494,3,2
multifit,-4.90824,116.218,396.107,3495,2,0
multifit,-4.90824,116.218,460.922,3495,2,1
multifit,-4.90824,113.317,395.938,3496,1,0
multifit,-2.45412,117.568,396.972,3497,1,0
multifit,-2.45412,111.968,395.899,3498,2,0
multifit,-2.45412,111.968,461.173,3498,2,1
multifit,-3.8147e-06,113.317,396.17,3499,1,0
multifit,-3.8147e-06,116.218,397.495,3500,1,0
multifit,-152.155,121.886,421.589,3624,1,0
multifit,-147.247,124.855,419.429,3625,1,0
multifit,-142.339,121.886,481.8,3626,2,0
multifit,-142.339,121.886,419.41,3626,2,1
multifit,-137.431,124.855,481.173,3627,1,0
multifit,-132.522,121.886,480.984,3628,1,0
multifit,-127.614,124.855,480.247,3629,2,0
multifit,-127.614,124.855,535.118,3629,2,1
multifit,-122.706,121.886,535.017,3630,1,0
multifit,-117.798,124.855,534.107,3631,1,0
multifit,-112.889,121.886,534.277,3632,2,0
multifit,-112.889,121.886,588.007,3632,2,1
multifit,-107.981,124.855,532.847,3633,2,0
multifit,-107.981,124.855,586.713,3633,2,1
multifit,-103.073,121.886,585.871,3634,1,0
multifit,-98.1647,124.855,585.083,3635,1,0
multifit,-93.2565,121.886,584.632,3636,1,0
multifit,-88.3482,124.855,582.205,3637,1,0
multifit,-85.8941,120.469,580.308,3638,1,0
multifit,-83.44,121.818,582.357,3639,1,0
multifit,-83.44,124.72,581.372,3640,1,0
multifit,-80.9859,120.469,581.255,3641,1,0
multifit,-80.9859,126.069,581.24,3642,1,0
multifit,-78.5318,124.72,581.242,3643,2,0
multifit,-78.5318,124.72,411.037,3643,2,1
multifit,-78.5318,121.818,581.186,3644,1,0
multifit,-76.0777,126.069,581.741,3645,1,0
multifit,-76.0777,120.469,580.251,3646,1,0
multifit,-73.6235,121.818,581.126,3647,1,0
multifit,-73.6235,124.72,580.47,3648,1,0
multifit,-71.1694,120.469,580.29,3649,2,0
multifit,-71.1694,120.469,616.444,3649,2,1
multifit,-71.1694,126.069,579.73,3650,2,0
multifit,-71.1694,126.069,618.597,3650,2,1
multifit,-68.7153,124.72,579.79,3651,1,0
multifit,-68.7153,121.818,579.601,3652,2,0
multifit,-68.7153,121.818,413.01,3652,2,1
multifit,-66.2612,126.069,579.48,3653,2,0
multifit,-66.2612,126.069,410.066,3653,2,1
multifit,-66.2612,120.469,578.69,3654,1,0
multifit,-63.8071,121.818,579.158,3655,1,0
multifit,-63.8071,124.72,578.593,3656,1,0
multifit,-61.353,120.469,579.04,3657,1,0
multifit,-61.3529,126.069,578.336,3658,2,0
multifit,-61.3529,126.069,525.825,3658,2,1
multifit,-58.8988,124.72,580.502,3659,1,0
multifit,-58.8988,121.818,579.068,3660,1,0
multifit,-56.4447,120.469,580.169,3662,1,0
multifit,-53.9906,121.818,579.73,3663,1,0
multifit,-51.5365,120.469,579.878,3665,1,0
multifit,-49.0824,121.818,579.593,3668,1,0
multifit,-46.6282,126.069,525.936,3669,1,0
multifit,-46.6282,120.469,579.86,3670,1,0
multifit,-44.1741,121.818,526.47,3671,2,0
multifit,-44.1741,121.818,576.641,3671,2,1
multifit,-44.1741,124.72,525.902,3672,2,0
multifit,-44.1741,124.72,407.079,3672,2,1
multifit,-41.72,120.469,525.275,3673,1,0
multifit,-41.72,126.069,524.955,3674,2,0
multifit,-41.72,126.069,577.537,3674,2,1
multifit,-39.2659,124.72,525.277,3675,1,0
multifit,-39.2659,121.818,525.33,3676,1,0
multifit,-36.8118,126.069,524.907,3677,1,0
